"avellaneda_sab_cuba" "bazan_various_spain" "carrasquilla_frutosDeMiTierra_colombia" "cuervo_apuntacionesCriticas_colombia" "diaz_manuela_colombia" "galdos_trafalgar_spain" "hernandez_martinFierro_argentina" "isaacs_maria_colombia" "lizardi_periquilloFull_mexico" "marmol_amalia_argentina" "martí_nuestraAmerica_cuba" "mitre_soledad_bolivia" "palacios_elAlferezReal_colombia" "samper_dolores_colombia"
"encontraba" 0.0151687523701176 0.0189771325552709 0.0071518480375329 0.000577103976823504 0 0.0195198126097989 0.0138596296706952 0.00557351465834355 0.00297477391718229 0.00649024732169127 0 0.0189852389766956 0.00361502403990987 0.0102806620746376
"encontré" 0.00189609404626469 0.0126514217035139 0.00286073921501316 0.00115420795364701 0.00118611298912334 0.0195198126097989 0.00277192593413904 0.00557351465834355 0.00148738695859115 0.000432683154779418 0 0.0047463097441739 0.00120500801330329 0.0308419862239128
"endeble" 0 0.00316285542587848 0 0.000577103976823504 0 0.00780792504391958 0 0 0 0 0.000507459656957272 0 0 0
"enemigo" 0.00379218809252939 0.0158142771293924 0.0128733264675592 0.00750235169870556 0.00593056494561672 0.0390396252195979 0.0110877037365562 0 0.010411708710138 0.0194707419650738 0.0218207652491627 0.0047463097441739 0.00723004807981973 0.0154209931119564
"enemigos" 0.00189609404626469 0 0.00286073921501316 0.00519393579141154 0.0130472428803568 0.0448955690025376 0 0 0.010411708710138 0.0224995240485297 0.00659697554044453 0.0047463097441739 0.00361502403990987 0.0051403310373188
"enfermería" 0 0 0 0 0 0.00780792504391958 0 0 0.00148738695859115 0 0 0 0 0
"engaño" 0.00379218809252939 0 0 0.00230841590729402 0.00118611298912334 0.00975990630489947 0.00277192593413904 0.00557351465834355 0.00148738695859115 0 0.00152237897087182 0 0.00120500801330329 0
"enteré" 0 0.00316285542587848 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"entereza" 0 0 0 0 0 0.00780792504391958 0 0 0 0.000865366309558836 0.00202983862782909 0 0.00120500801330329 0
"entonces" 0.149791429654911 0.0632571085175697 0.0514933058702369 0.0265467829338812 0.0770973442930174 0.134686707007613 0.0332631112096685 0.156058410433619 0.0743693479295574 0.101247858218384 0.0248655231909063 0.109165124116 0.0819405449046236 0.12850827593297
"entristeció" 0 0.00316285542587848 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"entusiasmo" 0.0170648464163823 0.00948856627763545 0.00429110882251974 0.00173131193047051 0.00355833896737003 0.0390396252195979 0 0.0167205439750307 0.00446216087577344 0.0224995240485297 0.00862681416827362 0 0.00361502403990987 0.0102806620746376
"era" 0.316647705726204 0.303634120884334 0.437693099897013 0.0623272294969385 0.304831038204699 0.413820027327738 0.31877148242599 0.312116820867239 0.343586387434555 0.2228318247114 0.1116411245306 0.284778584650434 0.472363141214889 0.303279531201809
"eran" 0.0511945392491468 0.0347914096846633 0.0729488499828356 0.0173131193047051 0.0711667793474006 0.0975990630489947 0.0471227408803637 0.0724556905584662 0.0654450261780105 0.0532200280378684 0.029940119760479 0.0711946461626086 0.156651041729428 0.0308419862239128
"es" 0.517633674630262 0.389031217383053 0.499198993019796 1.11150225936207 0.806556832603874 0.322076908061683 0.920279410134161 0.256381674283803 0.639576392194193 0.695321829730525 0.66781690855577 0.450899425696521 0.498873317507561 0.478050786470649
"esa" 0.0701554797117937 0.0506056868140557 0.160201396040737 0.0363575505398808 0.072352892336524 0.0214717938707788 0.155227852311786 0.117043807825215 0.0163612565445026 0.189082538638606 0.0537907236374708 0.0569557169300869 0.277151843059756 0.0873856276344197
"escotilla" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"escotillas" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"escuadra" 0 0 0.00286073921501316 0.000577103976823504 0.00237222597824669 0.160062463400351 0 0 0 0.00389414839301476 0.000507459656957272 0 0 0
"escuadras" 0 0 0 0.000577103976823504 0 0.0175678313488191 0 0 0 0.000432683154779418 0 0 0 0
"ese" 0.106181266590823 0.0506056868140557 0.160201396040737 0.0467454221227038 0.0747251183147707 0.0390396252195979 0.127508592970396 0.150484895775276 0.0342099000475964 0.201630350127209 0.0568354815792145 0.0901798851393042 0.354272355911167 0.154209931119564
"espacio" 0.0132726583238529 0.00948856627763545 0.00143036960750658 0.0103878715828231 0.00237222597824669 0.0273277376537185 0 0 0.00148738695859115 0.00995171255992662 0.00862681416827362 0.0047463097441739 0.00602504006651644 0
"españoles" 0.00189609404626469 0 0.00286073921501316 0.0248154710034107 0 0.0292797189146984 0 0 0.00297477391718229 0.00216341577389709 0.0187760073074191 0.0142389292325217 0.00361502403990987 0.0051403310373188
"estábamos" 0.00189609404626469 0 0 0.00115420795364701 0.00355833896737003 0.0136638688268593 0.00277192593413904 0.00557351465834355 0.00594954783436459 0 0 0 0.00120500801330329 0.0102806620746376
"éstos" 0 0 0.0114429568600526 0.0103878715828231 0.00948890391298675 0.0312317001756783 0.00277192593413904 0.00557351465834355 0.0461089957163256 0.00302878208345593 0.00964173348218817 0 0.0313302083458855 0
"estratagema" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0 0 0 0
"estrecho" 0.00379218809252939 0 0 0.000577103976823504 0.00355833896737003 0.0156158500878392 0 0 0 0.00389414839301476 0.00152237897087182 0 0 0.0051403310373188
"estribor" 0 0 0 0 0 0.0273277376537185 0 0 0 0.000432683154779418 0 0 0 0
"estruendo" 0 0 0.00143036960750658 0.00288551988411752 0.00118611298912334 0.00975990630489947 0 0.00557351465834355 0 0 0.00152237897087182 0 0 0
"estupor" 0 0.00316285542587848 0 0 0 0.00585594378293968 0 0 0 0.000432683154779418 0 0 0.00120500801330329 0
"estuve" 0.00379218809252939 0 0.00286073921501316 0.00288551988411752 0.00355833896737003 0.0195198126097989 0.00831577780241712 0 0.00594954783436459 0.000432683154779418 0 0 0.00482003205321315 0.0205613241492752
"excitación" 0 0 0 0 0 0.00585594378293968 0 0 0.00148738695859115 0.000432683154779418 0.000507459656957272 0.0047463097441739 0 0
"expedito" 0 0 0 0.00115420795364701 0 0.00585594378293968 0 0 0 0.000432683154779418 0 0 0 0
"expresar" 0.00189609404626469 0 0.00286073921501316 0.00692524772188205 0.00118611298912334 0.0156158500878392 0 0.00557351465834355 0 0.000865366309558836 0.0035522175987009 0 0 0
"ezguerra" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"facha" 0 0 0.00143036960750658 0 0 0.0136638688268593 0.00277192593413904 0 0 0 0 0 0 0
"figuraba" 0 0.00316285542587848 0.00572147843002632 0.000577103976823504 0.00355833896737003 0.00975990630489947 0 0 0 0 0 0 0 0
"figúrense" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0 0 0.00120500801330329 0
"finisterre" 0 0 0 0 0 0.0136638688268593 0 0 0 0 0 0 0 0
"flora" 0 0 0 0.00115420795364701 0 0.0409916064805778 0 0 0 0 0.00101491931391454 0 0 0
"forjado" 0 0.00316285542587848 0 0.00173131193047051 0 0.00780792504391958 0 0 0.00148738695859115 0 0 0 0 0
"fragata" 0 0 0 0 0 0.0273277376537185 0 0 0.00148738695859115 0 0 0 0.00120500801330329 0
"fragatas" 0 0 0 0 0 0.0156158500878392 0 0 0 0.000432683154779418 0 0 0 0
"franceses" 0 0 0 0.00923366362917607 0 0.0273277376537185 0 0 0 0.0155765935720591 0.00304475794174363 0 0 0
"francisca" 0 0 0.00143036960750658 0.00173131193047051 0.00948890391298675 0.0917431192660551 0 0 0 0 0.000507459656957272 0.00949261948834781 0.0469953125188282 0
"fue" 0.119453924914676 0.0948856627763545 0.193099897013388 0.00115420795364701 0.167241931466391 0.17958227601015 0.0110877037365562 0.0891762345334968 0.179973821989529 0.0874019972654425 0.108088906931899 0.113911433860174 0.17593116994228 0.0822452965971009
"fuego" 0.0511945392491468 0.0189771325552709 0.0071518480375329 0.0121191835132936 0.0154194688586035 0.0663673628733164 0.0221754074731123 0.0111470293166871 0.00446216087577344 0.0168746430363973 0.0243580635339491 0.0379704779533912 0.0132550881463362 0.0205613241492752
"fuertes" 0.00758437618505878 0.0126514217035139 0.00429110882251974 0.00288551988411752 0.00830279092386341 0.0234237751317587 0 0 0 0.00692293047647069 0.00862681416827362 0 0.00602504006651644 0
"furia" 0 0.00316285542587848 0.00429110882251974 0.00230841590729402 0 0.0117118875658794 0.00277192593413904 0 0.00446216087577344 0.000432683154779418 0.000507459656957272 0 0.00120500801330329 0
"furiosa" 0 0.00316285542587848 0.00286073921501316 0 0.00118611298912334 0.00780792504391958 0 0 0.00446216087577344 0 0 0 0 0
"gabriel" 0 0 0.00143036960750658 0.00115420795364701 0 0.00780792504391958 0 0 0 0.00129804946433825 0 0 0 0
"gabrielillo" 0 0 0 0 0 0.0175678313488191 0 0 0 0 0 0 0 0
"galiano" 0 0 0 0 0 0.0273277376537185 0 0 0 0 0 0 0 0
"gavias" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"gibraltar" 0 0 0 0 0 0.0234237751317587 0 0 0 0 0 0 0 0
"glorioso" 0 0.00632571085175697 0.00143036960750658 0.00230841590729402 0 0.0156158500878392 0 0 0.00148738695859115 0 0.00710443519740181 0 0 0
"gloriosos" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0.0035522175987009 0 0 0
"godoy" 0 0 0 0.000577103976823504 0 0.0175678313488191 0 0 0 0 0 0 0 0
"golosinas" 0 0.00316285542587848 0.00143036960750658 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0.0051403310373188
"gran" 0.0549867273416761 0.0347914096846633 0.0486325666552237 0.0398201744008218 0.0249083727715902 0.134686707007613 0.0277192593413904 0 0.0163612565445026 0.0536527111926478 0.0664772150614026 0.052209407185913 0.0951956330509598 0.0359823172612316
"grandes" 0.0511945392491468 0.0189771325552709 0.0214555441125987 0.0225070550961167 0.0154194688586035 0.0644153816123365 0 0.0111470293166871 0.00594954783436459 0.0242302566676474 0.0421191515274536 0.0284778584650434 0.0554303686119513 0.0051403310373188
"gravedad" 0.00568828213879408 0.00316285542587848 0.00286073921501316 0.00115420795364701 0.00118611298912334 0.0312317001756783 0 0 0.00594954783436459 0.00605756416691185 0 0 0.00964006410642631 0.0102806620746376
"gravemente" 0 0.00632571085175697 0 0 0 0.0136638688268593 0 0 0.00297477391718229 0.00216341577389709 0.000507459656957272 0 0 0.0102806620746376
"gravina" 0 0 0 0 0 0.0585594378293968 0 0 0 0 0 0 0 0
"grumete" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"guerra" 0 0.00948856627763545 0.0114429568600526 0.0265467829338812 0.00593056494561672 0.0800312317001757 0.0277192593413904 0 0.0118990956687292 0.018605375655515 0.0532832639805135 0.00949261948834781 0.00482003205321315 0.0051403310373188
"guerras" 0 0 0 0.00230841590729402 0.00237222597824669 0.0175678313488191 0 0 0 0.00562488101213244 0.0121790317669745 0 0 0
"había" 0.364050056882821 0.256191289496157 0.224568028378533 0.0167360153278816 0.288225456356973 0.347452664454421 0.00554385186827808 0.590792553784416 0.243931461208948 0.271725021201475 0.0614026184918299 0.536333001091651 0.522973477773627 0.709365683149995
"habíamos" 0.00189609404626469 0.00316285542587848 0.00429110882251974 0.00288551988411752 0.00355833896737003 0.0136638688268593 0 0.00557351465834355 0.00446216087577344 0.000865366309558836 0.000507459656957272 0 0 0.0051403310373188
"habían" 0.0417140690178233 0.0664199639434482 0.0429110882251974 0.00692524772188205 0.0782834572821407 0.0858871754831154 0 0.17277895440865 0.0490837696335079 0.0501912459544125 0.0172536283365472 0.0664483364184347 0.10242568113078 0.154209931119564
"hablé" 0 0.00316285542587848 0 0.000577103976823504 0.00118611298912334 0.00975990630489947 0 0.0222940586333742 0 0 0.00202983862782909 0 0.00120500801330329 0
"habría" 0.00568828213879408 0.0158142771293924 0.00858221764503948 0.00865655965235256 0.0166055818477268 0.0546554753074371 0 0.0445881172667484 0.00743693479295574 0.0177400093459561 0.01116411245306 0.0142389292325217 0.0397652644390085 0.0154209931119564
"hachas" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"hay" 0.0417140690178233 0.101211373628111 0.0829614372353816 0.137927850460818 0.174358609401132 0.0175678313488191 0.207894445060428 0.0278675732917178 0.0818062827225131 0.142785441077208 0.1674616867959 0.0617020266742608 0.0686854567582874 0.102806620746376
"herida" 0.00948047023132347 0.0158142771293924 0.00286073921501316 0.00288551988411752 0.00593056494561672 0.0331836814366582 0.00554385186827808 0 0.00148738695859115 0.00692293047647069 0.00304475794174363 0.0237315487208695 0.00241001602660658 0
"heridas" 0 0 0.00143036960750658 0 0.00355833896737003 0.0195198126097989 0 0 0 0.00865366309558836 0.00507459656957272 0.0047463097441739 0.00241001602660658 0
"herido" 0.00758437618505878 0.00316285542587848 0.00286073921501316 0.00173131193047051 0.00355833896737003 0.0527034940464572 0.00554385186827808 0.00557351465834355 0.00148738695859115 0.0116824451790443 0.00405967725565818 0.0142389292325217 0.00964006410642631 0
"heridos" 0 0.00316285542587848 0 0.00288551988411752 0.00237222597824669 0.0624634003513566 0 0.00557351465834355 0.00148738695859115 0.00173073261911767 0.000507459656957272 0 0.00120500801330329 0
"hermenegildo" 0 0 0 0.000577103976823504 0 0.0156158500878392 0 0 0 0 0 0 0 0
"heroicamente" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"heroico" 0.00189609404626469 0.00316285542587848 0 0 0 0.0156158500878392 0 0 0 0.00129804946433825 0.00152237897087182 0 0.00120500801330329 0
"heroísmo" 0.00189609404626469 0 0 0.000577103976823504 0 0.0117118875658794 0 0 0 0.000432683154779418 0.00202983862782909 0 0 0
"hice" 0.00379218809252939 0.00316285542587848 0.00429110882251974 0.00288551988411752 0.0118611298912334 0.0273277376537185 0.0415788890120856 0.0222940586333742 0.0520585435506901 0.00259609892867651 0.00202983862782909 0.0047463097441739 0.00482003205321315 0.0154209931119564
"hicieran" 0 0 0.00429110882251974 0 0.00118611298912334 0.0117118875658794 0 0 0.00446216087577344 0 0.000507459656957272 0 0.00120500801330329 0
"hirió" 0.00189609404626469 0.00316285542587848 0 0 0 0.00585594378293968 0 0 0 0 0 0 0.00120500801330329 0
"honrosos" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"horrenda" 0 0 0 0.00115420795364701 0 0.00780792504391958 0 0 0 0 0 0 0 0
"hubiera" 0.0587789154342055 0 0.027177022542625 0.0103878715828231 0.0474445195649338 0.0819832129611556 0.0221754074731123 0.0278675732917178 0.0446216087577344 0.0177400093459561 0.0258804425048209 0.0569557169300869 0.0409702724523118 0.0565436414105068
"hubiéramos" 0 0 0 0.00115420795364701 0.00237222597824669 0.00780792504391958 0 0 0.00148738695859115 0.000432683154779418 0 0 0 0
"hundirse" 0.00189609404626469 0 0.00143036960750658 0.00115420795364701 0 0.00585594378293968 0 0 0 0 0 0 0 0
"idea" 0.00948047023132347 0.0506056868140557 0.0314681313651448 0.0155818073742346 0.0142333558694801 0.0487995315244974 0.0110877037365562 0.00557351465834355 0 0.0263936724415445 0.0334923373591799 0.00949261948834781 0.00241001602660658 0.0462629793358692
"ildefonso" 0 0 0 0.000577103976823504 0 0.0195198126097989 0 0 0 0.000432683154779418 0 0 0 0
"ileso" 0.00189609404626469 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"impedía" 0 0 0 0 0 0.00975990630489947 0 0 0 0.000865366309558836 0.000507459656957272 0 0.00120500801330329 0.0051403310373188
"impulsaba" 0 0.00316285542587848 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"indicaba" 0 0 0 0 0.00118611298912334 0.0117118875658794 0 0 0.00148738695859115 0.000865366309558836 0.000507459656957272 0.00949261948834781 0 0
"indicó" 0.00189609404626469 0.00316285542587848 0 0 0.00118611298912334 0.0117118875658794 0 0 0 0.000865366309558836 0 0 0.00241001602660658 0
"infundía" 0 0.00316285542587848 0 0.00115420795364701 0 0.00780792504391958 0 0 0 0 0 0 0 0
"inglés" 0.0360257868790292 0.00316285542587848 0 0.0190444312351756 0.00118611298912334 0.0605114190903767 0.00277192593413904 0 0.00446216087577344 0.0203361082746327 0.0131939510808891 0 0 0.0051403310373188
"inglesa" 0.00379218809252939 0.00948856627763545 0.00286073921501316 0.00403972783776453 0.00118611298912334 0.0214717938707788 0 0 0.00297477391718229 0.00302878208345593 0.00202983862782909 0 0.00120500801330329 0
"inglesas" 0 0.00632571085175697 0 0 0 0.00585594378293968 0 0 0 0.000432683154779418 0 0 0 0
"ingleses" 0.00189609404626469 0.00632571085175697 0 0.00346262386094103 0 0.144446613312512 0 0 0.00148738695859115 0.00432683154779418 0.00507459656957272 0 0 0.0051403310373188
"invadía" 0 0 0 0 0 0.00585594378293968 0 0 0 0.000432683154779418 0 0.0047463097441739 0.00120500801330329 0
"irás" 0 0 0 0.000577103976823504 0.00118611298912334 0.0136638688268593 0.00277192593413904 0 0.00148738695859115 0.00302878208345593 0 0 0.00241001602660658 0.0051403310373188
"islas" 0.00189609404626469 0 0 0.000577103976823504 0 0.00975990630489947 0 0 0.00148738695859115 0 0.00456713691261545 0.0047463097441739 0.00120500801330329 0
"jefe" 0.00189609404626469 0.00316285542587848 0.00143036960750658 0.00288551988411752 0.00118611298912334 0.037087643958618 0 0 0.00743693479295574 0.0350473355371329 0.0106566527961027 0.0047463097441739 0.00482003205321315 0.0051403310373188
"jerwis" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"juzgando" 0.00568828213879408 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0 0 0 0
"lancé" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"lancha" 0 0 0 0 0 0.0234237751317587 0 0.00557351465834355 0 0 0.00101491931391454 0 0 0
"lanchas" 0 0 0 0.000577103976823504 0 0.0331836814366582 0 0 0.00297477391718229 0 0 0 0 0
"las" 0.803943875616231 0.888762374671854 1.1299919899302 0.848919949907375 1.25134920352513 0.810072223306656 0.767823483756514 1.58845167762791 0.754105188005712 0.974835147718029 1.20572414493048 0.673975983672695 1.09535228409269 0.873856276344197
"leandro" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"leva" 0 0 0.00429110882251974 0.000577103976823504 0 0.0156158500878392 0.00277192593413904 0 0 0.000865366309558836 0 0 0 0
"línea" 0.00189609404626469 0.00948856627763545 0 0.00288551988411752 0.00237222597824669 0.0527034940464572 0 0.00557351465834355 0 0.010384395714706 0.00913427382523089 0 0.00241001602660658 0
"llamé" 0 0 0 0 0 0.00585594378293968 0.00277192593413904 0.00557351465834355 0.00148738695859115 0 0 0 0 0
"llevábamos" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"llevados" 0 0.00316285542587848 0 0 0 0.00975990630489947 0 0 0 0.000432683154779418 0.00152237897087182 0 0.00120500801330329 0
"lucha" 0.00568828213879408 0.0126514217035139 0.00143036960750658 0 0.00355833896737003 0.0273277376537185 0 0.0111470293166871 0 0.00692293047647069 0.0116715721100173 0.0189852389766956 0.00361502403990987 0
"luchaban" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0.0047463097441739 0 0
"madrid" 0 0.0126514217035139 0 0.0282780948643517 0 0.0273277376537185 0 0 0.00148738695859115 0 0.00558205622652999 0 0 0
"magnitud" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"malespina" 0 0 0 0 0 0.111262931875854 0 0 0 0 0 0 0 0
"mandaba" 0 0.00316285542587848 0.00143036960750658 0.00230841590729402 0.00593056494561672 0.0234237751317587 0.0138596296706952 0 0.00148738695859115 0.00519219785735302 0.00304475794174363 0 0.00241001602660658 0.0154209931119564
"mandada" 0 0 0 0 0 0.00585594378293968 0 0 0 0.000432683154779418 0 0 0.00120500801330329 0
"mandado" 0.00189609404626469 0.00316285542587848 0.00429110882251974 0.00115420795364701 0.00711667793474006 0.0409916064805778 0 0 0.00148738695859115 0.00562488101213244 0.00101491931391454 0 0.00723004807981973 0.0051403310373188
"maniobra" 0 0.00316285542587848 0.00143036960750658 0 0.00118611298912334 0.0156158500878392 0 0 0.00297477391718229 0.000432683154779418 0 0 0 0
"maniobras" 0 0 0 0 0 0.0175678313488191 0 0 0 0 0.000507459656957272 0 0 0
"mantenía" 0.00189609404626469 0 0 0.000577103976823504 0.00237222597824669 0.00585594378293968 0 0 0 0 0 0 0 0
"mar" 0.0151687523701176 0.00948856627763545 0.044341457832704 0.0173131193047051 0.00118611298912334 0.117118875658794 0.0221754074731123 0 0.0237981913374584 0.00908634625036778 0.0487161270678981 0.0047463097441739 0.0120500801330329 0
"marcial" 0 0 0.00143036960750658 0.00173131193047051 0 0.171774350966231 0 0 0 0.000865366309558836 0.00304475794174363 0 0 0
"mares" 0 0.00316285542587848 0.00143036960750658 0.00115420795364701 0 0.0136638688268593 0 0 0.00148738695859115 0.000432683154779418 0.0106566527961027 0 0 0
"marina" 0 0.00316285542587848 0 0.00403972783776453 0 0.037087643958618 0 0 0 0.00302878208345593 0.0035522175987009 0 0 0
"marineras" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"marinería" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"marinero" 0.00189609404626469 0 0.00143036960750658 0.00115420795364701 0 0.0390396252195979 0 0 0 0 0.000507459656957272 0 0 0
"marineros" 0 0 0.00143036960750658 0.00115420795364701 0 0.0722233066562561 0 0 0.00148738695859115 0.00389414839301476 0.00152237897087182 0 0 0
"marino" 0 0 0 0.000577103976823504 0 0.0351356626976381 0 0 0.00148738695859115 0.00129804946433825 0.000507459656957272 0 0 0
"marinos" 0 0 0 0 0 0.0409916064805778 0 0 0 0 0.000507459656957272 0 0 0
"martinica" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"más" 0.517633674630262 0.39535692823481 0.49776862341229 0.339914242349044 0.389045060432457 0.585594378293968 0.0110877037365562 0.373425482109018 0.55777010947168 0.470759272400007 0.476504617882878 0.479377284161564 0.322942147565281 0.354682841574997
"mayor" 0.0549867273416761 0.0474428313881772 0.0286073921501316 0.0444370062154098 0.0403278416301937 0.0936951005270349 0.0554385186827808 0.0111470293166871 0.0669324131366016 0.0393741670849271 0.0482086674109408 0.0569557169300869 0.0723004807981973 0.0565436414105068
"me" 0.396283655669321 0.468102603030015 0.337567227371553 0.22564765493799 0.807742945592997 0.907671286355651 1.65206785674687 0.980938579868465 1.41301761066159 0.365184582633829 0.112148584187557 0.840096824718781 0.433802884789184 1.75285288372571
"medinasidonia" 0 0 0 0 0 0.0117118875658794 0 0 0 0 0 0 0 0
"mejicano" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0.00152237897087182 0 0 0
"mengua" 0 0 0 0 0.00118611298912334 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"mentiroso" 0 0 0 0 0 0.00585594378293968 0.00277192593413904 0 0 0 0 0 0 0
"merodeo" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"mesana" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0 0 0 0
"metralla" 0 0 0 0 0 0.0136638688268593 0 0 0 0.000432683154779418 0.000507459656957272 0.0047463097441739 0 0
"mezcladas" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0.00101491931391454 0 0 0
"mi" 0.527114144861585 0.230888446089129 0.313250944043941 0.109072651619642 0.440047918964761 0.860823736092133 0.584876372103337 1.75008360271988 1.00547358400762 0.343550424894858 0.104029229676241 0.450899425696521 0.386807572270356 1.37246838696412
"mí" 0.087220326128176 0.0695828193693266 0.0357592401876645 0.0282780948643517 0.068794553369154 0.169822369705251 0.0554385186827808 0.228514100992086 0.154688243693479 0.0605756416691185 0.0233431442200345 0.132896672836869 0.0554303686119513 0.221034234604709
"miré" 0.00189609404626469 0 0 0.000577103976823504 0 0.00780792504391958 0.00554385186827808 0.00557351465834355 0.00297477391718229 0 0 0 0 0
"mis" 0.144103147516117 0.0632571085175697 0.027177022542625 0.0328949266789397 0.072352892336524 0.201054069880929 0.152455926377647 0.640954185709508 0.270704426463589 0.0636044237525745 0.0233431442200345 0.0854335753951303 0.0337402243724921 0.149069600082245
"mole" 0.00189609404626469 0 0.00143036960750658 0 0 0.0136638688268593 0 0.00557351465834355 0 0.000865366309558836 0.000507459656957272 0 0.00120500801330329 0
"montañés" 0 0 0 0.000577103976823504 0 0.0136638688268593 0 0.0111470293166871 0 0 0 0 0.00120500801330329 0
"motones" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"mr" 0 0 0 0 0 0.0195198126097989 0 0 0 0.000432683154779418 0.00101491931391454 0 0 0
"muelle" 0 0 0 0.000577103976823504 0.00118611298912334 0.0136638688268593 0 0 0.00148738695859115 0.00173073261911767 0.00456713691261545 0 0.00120500801330329 0
"muertos" 0.00189609404626469 0.00316285542587848 0 0.00461683181458803 0.00474445195649338 0.0234237751317587 0.00554385186827808 0 0.0163612565445026 0.00302878208345593 0.00862681416827362 0.0047463097441739 0 0.0051403310373188
"municiones" 0 0 0 0 0.00118611298912334 0.00585594378293968 0.00277192593413904 0 0 0 0 0 0 0
"muralla" 0 0 0 0.00115420795364701 0.00118611298912334 0.00975990630489947 0 0 0.00148738695859115 0.000865366309558836 0.000507459656957272 0 0.00120500801330329 0
"mutilado" 0 0 0 0.00115420795364701 0 0.00780792504391958 0 0 0 0.000432683154779418 0 0 0 0
"napoleón" 0 0 0.00143036960750658 0.000577103976823504 0.00237222597824669 0.0253757563927386 0 0 0 0.00216341577389709 0.00304475794174363 0 0 0
"náutica" 0 0 0 0.00173131193047051 0 0.00585594378293968 0 0 0 0.000432683154779418 0 0 0 0
"naval" 0 0 0 0 0 0.0175678313488191 0 0 0.00148738695859115 0 0 0 0 0
"navegábamos" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"navegación" 0 0 0 0 0 0.0136638688268593 0 0 0.00148738695859115 0.00129804946433825 0.00152237897087182 0 0 0
"navegantes" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0.00557351465834355 0.00148738695859115 0 0 0 0 0
"navegar" 0 0 0 0.000577103976823504 0 0.00585594378293968 0 0 0 0 0.000507459656957272 0 0 0
"naves" 0 0 0 0.00173131193047051 0 0.00975990630489947 0 0 0 0.00173073261911767 0.00202983862782909 0 0 0
"navío" 0 0 0 0 0 0.156158500878392 0 0.00557351465834355 0.00297477391718229 0 0 0 0.00120500801330329 0
"navíos" 0 0 0 0 0 0.113214913136834 0 0 0 0.000432683154779418 0 0 0 0
"nelson" 0 0 0 0 0 0.0312317001756783 0 0 0 0 0 0 0 0
"nepomuceno" 0 0 0 0 0.00118611298912334 0.0195198126097989 0 0 0.00148738695859115 0 0 0 0 0
"neptune" 0 0 0 0 0 0.00780792504391958 0 0 0 0 0 0 0 0
"neptuno" 0 0 0 0 0 0.00975990630489947 0 0 0 0 0.000507459656957272 0 0 0
"noción" 0 0 0 0 0 0.00585594378293968 0 0 0 0 0 0 0 0
"nos" 0.0360257868790292 0.0822342410728406 0.130163634283099 0.192175624282227 0.141147445705678 0.314268983017763 0.213438296928706 0.111470293166871 0.211208948119943 0.0995171255992662 0.074596569572719 0.142389292325217 0.0506103365587381 0.138788938007608
"noté" 0 0.00632571085175697 0 0 0 0.00780792504391958 0 0.0111470293166871 0 0 0 0 0 0.0051403310373188
"novio" 0 0.0126514217035139 0.0157340656825724 0.000577103976823504 0.0142333558694801 0.0175678313488191 0 0 0 0 0.00152237897087182 0 0.00964006410642631 0.0051403310373188
