"k"	"type"	"f"
"2148"	"cortadas"	1
"2149"	"cortado"	1
"2150"	"cortar"	5
"2151"	"cortaron"	1
"2152"	"corte"	7
"2153"	"cortés"	1
"2154"	"cortesanía"	1
"2155"	"cortesano"	1
"2156"	"cortesía"	4
"2157"	"corto"	3
"2158"	"cosa"	33
"2159"	"cosas"	32
"2160"	"coscoja"	1
"2161"	"coscorrón"	1
"2162"	"cosmao"	1
"2163"	"cosme"	1
"2164"	"costa"	18
"2165"	"costado"	13
"2166"	"costados"	6
"2167"	"costas"	1
"2168"	"costillas"	1
"2169"	"costumbre"	7
"2170"	"costumbres"	2
"2171"	"cotorrones"	1
"2172"	"coy"	1
"2173"	"coys"	1
"2174"	"crea"	1
"2175"	"creada"	2
"2176"	"creado"	1
"2177"	"creados"	2
"2178"	"crecía"	3
"2179"	"creciendo"	2
"2180"	"creciente"	1
"2181"	"crecieron"	1
"2182"	"crecimiento"	2
"2183"	"cree"	5
"2184"	"creen"	4
"2185"	"creencia"	2
"2186"	"creencias"	1
"2187"	"creer"	2
"2188"	"creerá"	1
"2189"	"creerán"	2
"2190"	"crees"	1
"2191"	"creí"	10
"2192"	"creía"	8
"2193"	"creíamos"	4
"2194"	"creído"	2
"2195"	"creímos"	1
"2196"	"creo"	25
"2197"	"crepúsculo"	2
"2198"	"creyendo"	5
"2199"	"creyéndose"	1
"2200"	"creyera"	1
"2201"	"creyeron"	3
"2202"	"creyó"	1
"2203"	"criado"	5
"2204"	"crianza"	1
"2205"	"criaturas"	1
"2206"	"crié"	1
"2207"	"crillon"	1
"2208"	"crimen"	1
"2209"	"criminal"	2
"2210"	"crió"	1
"2211"	"crisálida"	1
"2212"	"crisis"	1
"2213"	"cristal"	1
"2214"	"cristiano"	3
"2215"	"crítica"	2
"2216"	"criticado"	1
"2217"	"críticas"	1
"2218"	"crucero"	1
"2219"	"cruces"	2
"2220"	"cruel"	3
"2221"	"crueldad"	1
"2222"	"crueldades"	2
"2223"	"crujían"	1
"2224"	"crujido"	2
"2225"	"cruz"	1
"2226"	"cruzaron"	1
"2227"	"cruzó"	2
"2228"	"cuadernas"	5
"2229"	"cuadro"	2
"2230"	"cual"	57
"2231"	"cuál"	6
"2232"	"cuales"	7
"2233"	"cualidad"	1
"2234"	"cualquier"	3
"2235"	"cualquiera"	1
"2236"	"cuán"	6
"2237"	"cuando"	156
"2238"	"cuando_"	2
"2239"	"cuándo"	2
"2240"	"cuánta"	3
"2241"	"cuantas"	3
"2242"	"cuántas"	2
"2243"	"_cuantimás_"	1
"2244"	"cuanto"	20
"2245"	"cuánto"	4
"2246"	"cuantos"	12
"2247"	"cuarenta"	12
"2248"	"cuartas"	1
"2249"	"cuarteles"	1
"2250"	"cuarto"	13
"2251"	"cuartos"	2
"2252"	"cuatro"	31
"2253"	"cuatrocientos"	2
"2254"	"cuba"	2
"2255"	"cubierta"	19
"2256"	"cubierto"	3
"2257"	"cubiertos"	4
"2258"	"cubren"	1
"2259"	"cubríalas"	1
"2260"	"cubrían"	2
"2261"	"cubriose"	1
"2262"	"cubrir"	1
"2263"	"cubrirte"	1
"2264"	"cuchicheo"	1
"2265"	"cuchicheos"	1
"2266"	"_cuchipanda_"	1
"2267"	"cuello"	1
"2268"	"cuenta"	15
"2269"	"_cuenta"	1
"2270"	"cuentan"	3
"2271"	"cuentas"	4
"2272"	"cuénteme"	1
"2273"	"cuento"	1
"2274"	"cuentos"	1
"2275"	"cuerda"	1
"2276"	"cuerdas"	1
"2277"	"cuerpo"	32
"2278"	"cuerpos"	12
"2279"	"cuesta"	2
"2280"	"cuestas"	1
"2281"	"cuestión"	3
"2282"	"cuestiones"	1
"2283"	"cueva"	1
"2284"	"cuida"	1
"2285"	"cuidaba"	2
"2286"	"cuidaban"	1
"2287"	"cuidado"	6
"2288"	"cuidar"	1
"2289"	"cuidarse"	1
"2290"	"cuidé"	1
"2291"	"cuidó"	1
"2292"	"culminante"	1
"2293"	"culpa"	3
"2294"	"culpas"	1
"2295"	"culta"	1
"2296"	"cultivo"	1
"2297"	"cultura"	1
"2298"	"cumpla"	1
"2299"	"cumplía"	1
"2300"	"cumplido"	4
"2301"	"cumpliendo"	1
"2302"	"cumplimiento"	1
"2303"	"cumplir"	2
"2304"	"cumplirse"	1
"2305"	"cuna"	2
"2306"	"cuña"	3
"2307"	"cuñado"	2
"2308"	"cura"	4
"2309"	"curábale"	1
"2310"	"curado"	1
"2311"	"curar"	1
"2312"	"curaron"	1
"2313"	"curé"	1
"2314"	"curen"	2
"2315"	"curiosidad"	10
"2316"	"curioso"	3
"2317"	"curó"	2
"2318"	"curtida"	1
"2319"	"custodiaba"	1
"2320"	"custodiaban"	4
"2321"	"custodiar"	1
"2322"	"custodio"	1
"2323"	"cuya"	13
"2324"	"cuyas"	7
"2325"	"cuyo"	15
"2326"	"cuyos"	11
"2327"	"d"	97
"2328"	"da"	7
"2329"	"daba"	18
"2330"	"daban"	4
"2331"	"dada"	1
"2332"	"dado"	6
"2333"	"dados"	1
"2334"	"dama"	5
"2335"	"damas"	1
"2336"	"damián"	1
"2337"	"dan"	3
"2338"	"dando"	6
"2339"	"dándome"	1
"2340"	"dándonos"	1
"2341"	"dándote"	1
"2342"	"daño"	9
"2343"	"danza"	1
"2344"	"danzando"	1
"2345"	"dar"	17
"2346"	"darán"	1
"2347"	"daréis"	1
"2348"	"daría"	1
"2349"	"darle"	2
"2350"	"darles"	3
"2351"	"darme"	3
"2352"	"darnos"	1
"2353"	"darse"	2
"2354"	"datos"	3
"2355"	"de"	2563
"2356"	"_de"	1
"2357"	"dé"	1
"2358"	"debe"	6
"2359"	"debemos"	1
"2360"	"deben"	1
"2361"	"deber"	9
"2362"	"deberes"	1
"2363"	"debía"	17
"2364"	"debían"	3
"2365"	"debiera"	2
"2366"	"debieron"	2
"2367"	"débil"	4
"2368"	"débiles"	1
"2369"	"debilidad"	2
"2370"	"debilitada"	2
"2371"	"debilité"	1
"2372"	"debió"	7
"2373"	"debo"	7
"2374"	"débora"	5
"2375"	"decaídos"	1
"2376"	"decaimiento"	1
"2377"	"decía"	29
"2378"	"decíamos"	3
"2379"	"decían"	2
"2380"	"decida"	2
"2381"	"decidida"	1
"2382"	"decidido"	4
"2383"	"decidiéndose"	1
"2384"	"decidiera"	1
"2385"	"decidió"	1
"2386"	"decir"	52
"2387"	"decirle"	3
"2388"	"decirlo"	2
"2389"	"decirse"	2
"2390"	"decírsela"	1
"2391"	"decírselo"	2
"2392"	"decisión"	2
"2393"	"decisivo"	1
"2394"	"declamación"	1
"2395"	"declarada"	1
"2396"	"declararse"	1
"2397"	"declaro"	1
"2398"	"declaró"	1
"2399"	"decoro"	2
"2400"	"dedo"	2
"2401"	"deduje"	1
"2402"	"defender"	3
"2403"	"defenderla"	2
"2404"	"defenderme"	1
"2405"	"defendernos"	1
"2406"	"defendía"	1
"2407"	"defendido"	1
"2408"	"defendiendo"	1
"2409"	"defendiéndonos"	1
"2410"	"defendió"	1
"2411"	"defensa"	6
"2412"	"defensiva"	1
"2413"	"defensores"	1
"2414"	"_defiance_"	1
"2415"	"defiendan"	1
"2416"	"definitiva"	1
"2417"	"definitivamente"	2
"2418"	"defondar"	1
"2419"	"dehesa"	1
"2420"	"dejaba"	5
"2421"	"dejaban"	3
"2422"	"dejado"	2
"2423"	"déjales"	1
"2424"	"déjame"	1
"2425"	"dejamos"	1
"2426"	"dejan"	4
"2427"	"dejando"	7
"2428"	"dejándole"	1
"2429"	"dejándome"	1
"2430"	"dejar"	3
"2431"	"dejara"	1
"2432"	"dejaría"	1
"2433"	"dejaron"	5
"2434"	"dejarse"	1
"2435"	"dejase"	1
"2436"	"dejasen"	1
"2437"	"dejé"	4
"2438"	"dejémonos"	1
"2439"	"dejemos"	1
"2440"	"dejen"	2
"2441"	"déjenme"	1
"2442"	"déjense"	1
"2443"	"dejó"	8
"2444"	"del"	421
"2445"	"del_"	1
"2446"	"delante"	12
"2447"	"delantero"	1
"2448"	"deleitaba"	1
"2449"	"delgado"	1
"2450"	"delicada"	1
"2451"	"delicadeza"	3
"2452"	"delicados"	1
"2453"	"delicia"	1
"2454"	"delicias"	3
"2455"	"delirante"	2
"2456"	"delito"	1
"2457"	"demacración"	1
"2458"	"demás"	20
"2459"	"demasiada"	1
"2460"	"demasiado"	5
"2461"	"demonio"	3
"2462"	"demonios"	2
"2463"	"demostraba"	1
"2464"	"demostraban"	2
"2465"	"demostración"	1
"2466"	"demostrando"	3
"2467"	"demostrándome"	1
"2468"	"demostrar"	1
"2469"	"demostrarle"	1
"2470"	"demudado"	1
"2471"	"den"	2
"2472"	"_dende_"	1
"2473"	"dengues"	1
"2474"	"denodadamente"	1
"2475"	"denominaba"	1
"2476"	"_denque_"	1
"2477"	"densa"	1
"2478"	"dentadura"	1
"2479"	"dentro"	13
"2480"	"dentro_"	1
"2481"	"departiendo"	1
"2482"	"deplorar"	1
"2483"	"depositaban"	1
"2484"	"depositarias"	1
"2485"	"depósitos"	1
"2486"	"derecha"	6
"2487"	"derecho"	8
"2488"	"derramado"	1
"2489"	"derramar"	2
"2490"	"derredor"	2
"2491"	"derrengada"	1
"2492"	"derrota"	7
"2493"	"derrotado"	3
"2494"	"derrotados"	1
"2495"	"derroté"	1
"2496"	"derrotero"	1
"2497"	"derroteros"	1
"2498"	"derrotó"	1
"2499"	"desabrida"	1
"2500"	"desacato"	1
"2501"	"desafiaban"	1
"2502"	"desafiado"	1
"2503"	"desafiaron"	1
"2504"	"desafiarse"	1
"2505"	"desagrado"	1
"2506"	"desahoga"	1
"2507"	"desahogada"	1
"2508"	"desahogando"	1
"2509"	"desahogo"	3
"2510"	"desahogó"	1
"2511"	"desaires"	1
"2512"	"desaliento"	2
"2513"	"desalojaban"	1
"2514"	"desalojando"	1
"2515"	"desalojar"	1
"2516"	"desaparece"	1
"2517"	"desaparecen"	2
"2518"	"desaparecer"	1
"2519"	"desaparecían"	1
"2520"	"desaparecido"	3
"2521"	"desapareció"	2
"2522"	"desarbolado"	4
"2523"	"desarbolados"	2
"2524"	"desarbolar"	1
"2525"	"desarmados"	1
"2526"	"desarrapada"	1
"2527"	"desarrollaba"	1
"2528"	"desarrollando"	1
"2529"	"desarrollo"	1
"2530"	"desastre"	10
"2531"	"desastres"	7
"2532"	"desastrosa"	2
"2533"	"desastroso"	3
"2534"	"desastrosos"	1
"2535"	"desatose"	1
"2536"	"desbandamos"	1
"2537"	"desbarataba"	1
"2538"	"desbaratarse"	1
"2539"	"desbordarse"	1
"2540"	"descalabro"	1
"2541"	"descaminado"	1
"2542"	"descansaba"	1
"2543"	"descansaban"	1
"2544"	"descansamos"	1
"2545"	"descansar"	2
"2546"	"descanso"	1
"2547"	"descarga"	1
"2548"	"descargar"	1
"2549"	"descargo"	2
"2550"	"descargó"	2
"2551"	"descaro"	1
"2552"	"descendía"	1
"2553"	"descendiendo"	1
"2554"	"descendientes"	1
"2555"	"descendió"	1
"2556"	"descompone"	1
"2557"	"descompuestas"	1
"2558"	"descomunal"	2
"2559"	"desconcertó"	1
"2560"	"desconocido"	1
"2561"	"desconocimiento"	1
"2562"	"desconsuelo"	1
"2563"	"desconsuelos"	1
"2564"	"descontenta"	1
"2565"	"descontento"	1
"2566"	"descontentos"	1
"2567"	"describir"	3
"2568"	"descriptiva"	1
"2569"	"descubierta"	2
"2570"	"descubierto"	2
"2571"	"descubríamos"	1
"2572"	"descubriendo"	1
"2573"	"descubrieron"	1
"2574"	"descubrió"	1
"2575"	"desde"	67
"2576"	"desdén"	2
"2577"	"desdeñara"	1
"2578"	"desdicha"	2
"2579"	"desdichas"	2
"2580"	"deseaba"	3
"2581"	"deseado"	3
"2582"	"deseando"	2
"2583"	"desembarco"	1
"2584"	"desempeñar"	2
"2585"	"desempeñara"	1
"2586"	"desempeñaron"	1
"2587"	"desencadenáronse"	1
"2588"	"desencadenó"	1
"2589"	"desenredándose"	1
"2590"	"desenvoltura"	1
"2591"	"deseo"	5
"2592"	"deseoso"	3
"2593"	"deseosos"	1
"2594"	"desertaban"	1
"2595"	"desesperación"	8
"2596"	"desesperada"	4
"2597"	"desesperado"	2
"2598"	"desesperados"	1
"2599"	"desfavorables"	1
"2600"	"desfiguraba"	1
"2601"	"desfigurado"	2
"2602"	"desfigurándose"	1
"2603"	"desfigurar"	1
"2604"	"desfilar"	1
"2605"	"desfile"	1
"2606"	"desgarradas"	1
"2607"	"desgracia"	16
"2608"	"desgraciadamente"	2
"2609"	"desgraciado"	4
"2610"	"desgraciados"	2
"2611"	"desgracias"	2
"2612"	"desgreñado"	1
"2613"	"deshizo"	1
"2614"	"designaba"	1
"2615"	"designó"	1
"2616"	"desigualdad"	1
"2617"	"desinteresado"	1
"2618"	"deslizándose"	1
"2619"	"deslizarse"	1
"2620"	"desmantelados"	2
"2621"	"desmayada"	1
"2622"	"desmayados"	1
"2623"	"desmayo"	3
"2624"	"desmentir"	1
"2625"	"desmesurada"	1
"2626"	"desmontados"	1
"2627"	"desnudé"	1
"2628"	"desnudez"	1
"2629"	"desocupadas"	1
"2630"	"desolación"	3
"2631"	"desorden"	5
"2632"	"desordenado"	1
"2633"	"desordenados"	1
"2634"	"despabilado"	1
"2635"	"despabilarse"	1
"2636"	"despachar"	1
"2637"	"despachito"	1
"2638"	"despacho"	3
"2639"	"desparpajo"	2
"2640"	"desparramó"	1
"2641"	"despavorido"	1
"2642"	"despedazarse"	1
"2643"	"despedida"	2
"2644"	"despedirme"	1
"2645"	"despedirse"	1
"2646"	"despego"	2
"2647"	"despeñada"	1
"2648"	"despertaba"	2
"2649"	"despertando"	1
"2650"	"despertar"	5
"2651"	"despertó"	3
"2652"	"despidiéronse"	1
"2653"	"despidiose"	1
"2654"	"despido"	1
"2655"	"despierta"	1
"2656"	"despierto"	2
"2657"	"despiertos"	1
"2658"	"desplegar"	1
"2659"	"desplegó"	1
"2660"	"despojos"	4
"2661"	"desposados"	1
"2662"	"desprendió"	1
"2663"	"desprevenidos"	1
"2664"	"después"	104
"2665"	"desquiciada"	1
"2666"	"destaca"	1
"2667"	"destacaba"	1
"2668"	"_destaponados_"	1
"2669"	"destempladamente"	1
"2670"	"destierro"	1
"2671"	"destinada"	1
"2672"	"destinadas"	1
"2673"	"destinado"	1
"2674"	"destino"	3
"2675"	"destituirle"	1
"2676"	"destreza"	3
"2677"	"destrozaba"	1
"2678"	"destrozado"	2
"2679"	"destrozándose"	1
"2680"	"destrozo"	4
"2681"	"destrozos"	1
"2682"	"destruidos"	1
"2683"	"destruyera"	1
"2684"	"desusado"	1
"2685"	"desvanecen"	1
"2686"	"desvanecía"	2
"2687"	"desvanecían"	1
"2688"	"desvanecido"	1
"2689"	"desvanecidos"	1
"2690"	"desvanecieron"	2
"2691"	"desventuras"	4
"2692"	"desviaban"	1
"2693"	"desviados"	1
"2694"	"desviarle"	2
"2695"	"detalladamente"	1
"2696"	"detalle"	1
"2697"	"detalles"	2
"2698"	"detener"	1
"2699"	"detenía"	1
"2700"	"deteníame"	1
"2701"	"detenido"	1
"2702"	"detenidos"	1
"2703"	"deteniéndose"	1
"2704"	"deterioro"	1
"2705"	"determinación"	1
"2706"	"determinado"	2
"2707"	"determiné"	2
"2708"	"determinó"	1
"2709"	"detonación"	1
"2710"	"detrás"	6
"2711"	"detuve"	1
"2712"	"detuvieron"	1
"2713"	"detuvimos"	1
"2714"	"devolver"	2
"2715"	"devolviendo"	1
"2716"	"devoraba"	1
"2717"	"devoradora"	1
"2718"	"devota"	2
"2719"	"devotamente"	1
"2720"	"devoto"	3
"2721"	"devuelva"	1
"2722"	"di"	7
"2723"	"día"	58
"2724"	"diablo"	1
"2725"	"diablura"	2
"2726"	"diabluras"	1
"2727"	"diálogo"	4
"2728"	"diametralmente"	1
"2729"	"diarias"	1
"2730"	"diario"	1
"2731"	"días"	23
"2732"	"dibujos"	2
"2733"	"dice"	9
"2734"	"dicen"	14
"2735"	"dices"	1
"2736"	"dícese"	1
"2737"	"dicha"	1
"2738"	"dicho"	20
"2739"	"dichosos"	1
"2740"	"diciembre"	1
"2741"	"diciendo"	14
"2742"	"diciéndole"	5
"2743"	"diciéndoles"	1
"2744"	"diciéndome"	1
"2745"	"dictado"	1
"2746"	"dictar"	1
"2747"	"dientes"	1
"2748"	"diera"	4
"2749"	"dieran"	1
"2750"	"diere"	1
"2751"	"dieron"	5
"2752"	"diéronme"	1
"2753"	"diestra"	3
"2754"	"diestro"	2
"2755"	"diez"	4
"2756"	"diferencia"	5
"2757"	"diferenciaba"	1
"2758"	"diferentes"	1
"2759"	"difícil"	5
"2760"	"difíciles"	1
"2761"	"difícilmente"	4
"2762"	"difundida"	1
"2763"	"difunto"	1
"2764"	"diga"	5
"2765"	"dígales"	1
"2766"	"digamos"	1
"2767"	"digan"	2
"2768"	"díganme"	3
"2769"	"digna"	1
"2770"	"dignas"	1
"2771"	"dignidad"	5
"2772"	"digno"	4
"2773"	"dignos"	2
"2774"	"digo"	23
"2775"	"digresión"	1
"2776"	"dije"	18
"2777"	"dijera"	1
"2778"	"dijeron"	12
"2779"	"dijes"	1
"2780"	"dijimos"	1
"2781"	"dijo"	95
"2782"	"dilaciones"	1
"2783"	"dilatada"	1
"2784"	"dilatado"	1
"2785"	"dile"	2
"2786"	"diligente"	1
"2787"	"diligentes"	1
"2788"	"dimensiones"	1
"2789"	"dinero"	4
"2790"	"dio"	19
"2791"	"diome"	1
"2792"	"dionisio"	4
"2793"	"dios"	68
"2794"	"diplomática"	1
"2795"	"diplomáticas"	1
"2796"	"diplomáticos"	1
"2797"	"dirá"	2
"2798"	"diré"	9
"2799"	"dirección"	8
"2800"	"direcciones"	1
"2801"	"diría"	1
"2802"	"dirían"	1
"2803"	"diríase"	1
"2804"	"dirigí"	3
"2805"	"dirigía"	7
"2806"	"dirigíamos"	1
"2807"	"dirigían"	1
"2808"	"dirigidas"	1
"2809"	"dirigidos"	1
"2810"	"dirigiendo"	3
"2811"	"dirigiéndose"	6
"2812"	"dirigieron"	3
"2813"	"dirigió"	8
"2814"	"dirigir"	1
"2815"	"disciplina"	1
"2816"	"díscola"	2
"2817"	"discorde"	1
"2818"	"discordia"	1
"2819"	"discreta"	1
"2820"	"discreto"	1
"2821"	"discretos"	1
"2822"	"disculpé"	1
"2823"	"discurrí"	1
"2824"	"discurría"	1
"2825"	"discusión"	2
"2826"	"disertaba"	1
"2827"	"disertar"	1
"2828"	"disgustar"	1
"2829"	"disgusto"	3
"2830"	"disgustó"	2
"2831"	"disgustos"	1
"2832"	"disimulando"	2
"2833"	"disimular"	5
"2834"	"disimulo"	2
"2835"	"disipa"	1
"2836"	"disipó"	2
"2837"	"disipose"	1
"2838"	"dislocaron"	1
"2839"	"disparaba"	2
"2840"	"disparaban"	2
"2841"	"disparadas"	1
"2842"	"disparado"	1
"2843"	"disparando"	3
"2844"	"disparar"	2
"2845"	"dispararse"	1
"2846"	"disparate"	2
"2847"	"disparates"	2
"2848"	"disparé"	1
"2849"	"disparo"	3
"2850"	"disparó"	7
"2851"	"disparos"	3
"2852"	"dispersos"	1
"2853"	"displicencia"	1
"2854"	"disponer"	2
"2855"	"disponía"	1
"2856"	"disponían"	1
"2857"	"disposición"	5
"2858"	"disposiciones"	2
"2859"	"dispuestas"	3
"2860"	"dispuesto"	4
"2861"	"dispuestos"	1
"2862"	"dispuse"	2
"2863"	"dispusieron"	3
"2864"	"dispuso"	1
"2865"	"disputa"	2
"2866"	"disputaron"	1
"2867"	"disputilla"	1
"2868"	"distábamos"	1
"2869"	"distancia"	6
"2870"	"distantes"	1
"2871"	"distinguíamos"	2
"2872"	"distinguida"	1
"2873"	"distinguiendo"	1
"2874"	"distinguieran"	1
"2875"	"distinguió"	1
"2876"	"distinguir"	4
"2877"	"distinta"	2
"2878"	"distintas"	4
"2879"	"distinto"	2
"2880"	"distintos"	2
"2881"	"distraer"	1
"2882"	"distraía"	1
"2883"	"distrajo"	1
"2884"	"distribución"	1
"2885"	"disuadirle"	1
"2886"	"diversa"	3
"2887"	"diversas"	1
"2888"	"diversidad"	1
"2889"	"diversos"	2
"2890"	"divertía"	1
"2891"	"divertíamos"	1
"2892"	"divertido"	1
"2893"	"dividida"	1
"2894"	"dividido"	1
"2895"	"dividió"	1
"2896"	"dividirse"	1
"2897"	"diviertan"	1
"2898"	"divina"	3
"2899"	"divinidad"	1
"2900"	"divino"	3
"2901"	"divinos"	2
"2902"	"divirtió"	1
"2903"	"divisábamos"	1
"2904"	"divisamos"	1
"2905"	"división"	2
"2906"	"divulgar"	1
"2907"	"dobladas"	1
"2908"	"doble"	3
"2909"	"doce"	6
"2910"	"docenas"	4
"2911"	"docilidad"	1
"2912"	"dócilmente"	1
"2913"	"doctores"	1
"2914"	"dolía"	1
"2915"	"dolor"	15
"2916"	"dolores"	6
"2917"	"dolorido"	1
"2918"	"dolorosa"	3
"2919"	"dolorosas"	3
"2920"	"doloroso"	2
"2921"	"dolorosos"	1
"2922"	"doméstico"	1
"2923"	"domina"	3
"2924"	"dominaba"	3
"2925"	"dominados"	1
"2926"	"dominar"	1
"2927"	"domingo"	1
"2928"	"dominó"	1
"2929"	"don"	10
"2930"	"doña"	67
"2931"	"donde"	57
"2932"	"dónde"	8
"2933"	"dorada"	1
"2934"	"doradas"	1
"2935"	"dormía"	2
"2936"	"dormían"	1
"2937"	"dormida"	1
"2938"	"dormido"	2
"2939"	"dormir"	2
"2940"	"dormirse"	1
"2941"	"dorsal"	1
"2942"	"dos"	77
"2943"	"dotación"	2
"2944"	"doy"	2
"2945"	"dramáticas"	1
"2946"	"dramáticos"	1
"2947"	"_dreadnoutgh_"	2
"2948"	"drizas"	1
"2949"	"duda"	22
"2950"	"dudaba"	2
"2951"	"dudar"	1
"2952"	"dudas"	2
"2953"	"dudo"	1
"2954"	"duele"	1
"2955"	"dueños"	1
"2956"	"duguay"	1
"2957"	"_duguay"	1
"2958"	"dulce"	2
"2959"	"dulcemente"	1
"2960"	"dulces"	5
"2961"	"dumanoir"	4
"2962"	"duplicaban"	1
"2963"	"duplicar"	1
"2964"	"duplicaron"	1
"2965"	"duque"	1
"2966"	"dura"	1
"2967"	"durante"	24
"2968"	"durar"	1
"2969"	"duras"	2
"2970"	"durazos"	1
"2971"	"dureza"	1
"2972"	"duro"	1
"2973"	"duró"	3
"2974"	"duros"	1
"2975"	"e"	32
"2976"	"ebrios"	1
"2977"	"echa"	3
"2978"	"echaba"	1
"2979"	"echaban"	1
"2980"	"echado"	3
"2981"	"echados"	1
"2982"	"echan"	1
"2983"	"echar"	6
"2984"	"echármele"	1
"2985"	"echarse"	1
"2986"	"eché"	2
"2987"	"echen"	1
"2988"	"echó"	3
"2989"	"eclipse"	1
"2990"	"eco"	2
"2991"	"economizaba"	1
"2992"	"edad"	21
"2993"	"edificantes"	1
"2994"	"educado"	1
"2995"	"educar"	1
"2996"	"efectivamente"	3
"2997"	"efecto"	13
"2998"	"efectos"	1
"2999"	"efectuarse"	1
"3000"	"eficaces"	1
"3001"	"efluvios"	1
"3002"	"egoísmo"	2
"3003"	"ejecución"	4
"3004"	"ejecutando"	1
"3005"	"ejecutaron"	1
"3006"	"ejemplar"	1
"3007"	"ejemplares"	1
"3008"	"ejemplo"	4
"3009"	"ejercían"	1
"3010"	"ejercicio"	3
"3011"	"ejército"	3
"3012"	"ejércitos"	1
"3013"	"el"	1301
"3014"	"_el"	1
"3015"	"él"	84
"3016"	"elasticidad"	1
"3017"	"eléctricas"	1
"3018"	"elegancia"	1
"3019"	"elegante"	2
"3020"	"elegantes"	1
"3021"	"elegir"	1
"3022"	"elemento"	2
"3023"	"elementos"	3
"3024"	"elevadas"	2
"3025"	"elevados"	1
"3026"	"elevándose"	1
"3027"	"elevar"	1
"3028"	"elevé"	1
"3029"	"ella"	48
"3030"	"ellas"	7
"3031"	"ello"	15
"3032"	"ellos"	39
"3033"	"elocuente"	2
"3034"	"elogiar"	1
"3035"	"elogio"	1
"3036"	"elogios"	1
"3037"	"eludí"	1
"3038"	"emanara"	1
"3039"	"embadurnado"	1
"3040"	"embajador"	1
"3041"	"embarcaban"	1
"3042"	"embarcación"	5
"3043"	"embarcaciones"	3
"3044"	"embarcada"	1
"3045"	"embarcado"	2
"3046"	"embarcados"	2
"3047"	"embarcamos"	1
"3048"	"embarcándome"	1
"3049"	"embarcar"	2
"3050"	"embarcarme"	1
"3051"	"embarcaron"	1
"3052"	"embarcarse"	4
"3053"	"embarco"	1
"3054"	"embarcó"	1
"3055"	"embarcose"	1
"3056"	"embargaban"	1
"3057"	"embargo"	10
"3058"	"embargó"	1
"3059"	"embarque"	3
"3060"	"embarqué"	2
"3061"	"embarquemos"	1
"3062"	"embaucado"	1
"3063"	"embaucador"	1
"3064"	"embelesaba"	1
"3065"	"embeleso"	1
"3066"	"embellecía"	1
"3067"	"emblema"	1
"3068"	"embocadura"	1
"3069"	"emborbota"	1
"3070"	"emborracharse"	1
"3071"	"embotellada"	1
"3072"	"embozado"	1
"3073"	"embriagado"	1
"3074"	"embriagarse"	1
"3075"	"embriaguez"	1
"3076"	"embuste"	1
"3077"	"embustero"	6
"3078"	"embustes"	1
"3079"	"eminente"	1
"3080"	"emitida"	1
"3081"	"emoción"	3
"3082"	"emociones"	2
"3083"	"empalagaba"	1
"3084"	"empaque"	2
"3085"	"empaquetados"	1
"3086"	"emparán"	1
"3087"	"emparentada"	1
"3088"	"emparrado"	1
"3089"	"empedernido"	1
"3090"	"empeña"	1
"3091"	"empeñaba"	1
"3092"	"empeñada"	1
"3093"	"empeñado"	2
"3094"	"empeñados"	1
"3095"	"empeño"	10
"3096"	"empeñó"	1
"3097"	"empeoraba"	2
"3098"	"empeorarse"	1
"3099"	"emperador"	7
"3100"	"_emperrado_"	1
"3101"	"empezaba"	1
"3102"	"empezado"	1
"3103"	"empezar"	1
"3104"	"empezó"	3
"3105"	"empiezan"	1
"3106"	"empinó"	1
"3107"	"emplastos"	1
"3108"	"empleado"	3
"3109"	"emplean"	1
"3110"	"emplear"	2
"3111"	"emplearía"	1
"3112"	"emplearon"	1
"3113"	"empleo"	2
"3114"	"empolvar"	1
"3115"	"emprender"	1
"3116"	"emprendían"	1
"3117"	"emprendido"	1
"3118"	"emprendió"	1
"3119"	"empresa"	2
"3120"	"empuje"	3
"3121"	"empuñaba"	1
"3122"	"en"	1119
"3123"	"enajenación"	2
"3124"	"enamorada"	1
"3125"	"enano"	1
"3126"	"enarbolaron"	2
"3127"	"enardece"	1
"3128"	"enardecida"	1
"3129"	"_encabrilló_"	1
"3130"	"encallado"	1
"3131"	"encallar"	1
"3132"	"encallaría"	1
"3133"	"encantaba"	1
"3134"	"encantador"	1
"3135"	"encantadora"	2
"3136"	"encanto"	1
"3137"	"encaré"	1
"3138"	"encargaba"	1
"3139"	"encargado"	1
"3140"	"encargo"	3
"3141"	"encargó"	2
"3142"	"encarnada"	1
"3143"	"encarnizamiento"	1
"3144"	"encasquetaban"	1
"3145"	"encender"	1
"3146"	"encendía"	1
"3147"	"encendida"	2
"3148"	"encendidas"	1
"3149"	"encendido"	1
"3150"	"encendidos"	1
"3151"	"encendiendo"	1
"3152"	"encendió"	1
"3153"	"encerraba"	1
"3154"	"encerrarle"	1
"3155"	"encerráronse"	1
"3156"	"encerronas"	1
"3157"	"encima"	7
"3158"	"encina"	1
"3159"	"encogerse"	1
"3160"	"encogía"	1
"3161"	"encogido"	1
"3162"	"encomiando"	1
"3163"	"encontraba"	10
"3164"	"encontrábamos"	2
"3165"	"encontrado"	2
"3166"	"encontramos"	2
"3167"	"encontrando"	1
"3168"	"encontrándole"	1
"3169"	"encontrar"	5
"3170"	"encontrarás"	1
"3171"	"encontrarme"	1
"3172"	"encontraron"	1
"3173"	"encontré"	10
"3174"	"encontró"	4
